Magnitude,Redshift,MagnitudeLetter
16.80696,15.10174,g
15.73124,15.10174,r
15.30334,15.10174,i
15.10468,15.10174,z
24.1883,21.17974,u
23.43394,21.17974,g
22.49332,21.17974,r
21.60402,21.17974,i
21.24384,21.17974,z
25.45852,21.48238,u
24.86829,21.48238,g
23.4085,21.48238,r
22.17593,21.48238,i
21.42346,21.48238,z
22.61861,18.92143,u
22.00269,18.92143,g
20.78609,18.92143,r
20.19038,18.92143,i
19.69133,18.92143,z
25.29726,21.89175,u
23.41632,21.89175,g
22.58336,21.89175,r
22.36496,21.89175,i
21.8919,21.89175,z
22.73038,17.57481,u
21.46405,17.57481,g
19.88312,17.57481,r
18.39418,17.57481,i
17.58978,17.57481,z
25.42122,20.59816,u
22.72528,20.59816,g
21.68444,20.59816,r
20.9805,20.59816,i
20.56433,20.59816,z
22.53292,17.70511,u
19.7276,17.70511,g
18.48423,17.70511,r
17.98095,17.70511,i
17.70833,17.70511,z
24.28215,20.70818,u
23.10749,20.70818,g
21.56548,20.70818,r
20.94347,20.70818,i
20.68087,20.70818,z
25.61972,21.47076,u
24.36145,21.47076,g
23.18206,21.47076,r
21.87188,21.47076,i
21.38449,21.47076,z
23.7408,21.14798,u
23.79453,21.14798,g
22.57086,21.14798,r
21.74456,21.14798,i
21.20382,21.14798,z
25.33459,21.95559,u
22.94563,21.95559,g
22.44641,21.95559,r
22.4077,21.95559,i
21.96207,21.95559,z
24.19952,21.97462,u
22.72585,21.97462,g
22.56972,21.97462,r
22.19087,21.97462,i
22.07073,21.97462,z
21.91624,22.31373,u
24.47746,22.31373,g
25.21627,22.31373,r
23.62766,22.31373,i
22.34673,22.31373,z
22.60497,20.49714,u
21.88244,20.49714,g
20.8933,20.49714,r
20.43031,20.49714,i
20.50301,20.49714,z
25.50587,21.11477,u
23.805,21.11477,g
21.92331,21.11477,r
21.5347,21.11477,i
21.05802,21.11477,z
25.41852,20.55126,u
24.77778,20.55126,g
23.55827,20.55126,r
22.45294,20.55126,i
23.16392,20.55126,z
21.90792,20.18514,u
21.0806,20.18514,g
20.42343,20.18514,r
20.2334,20.18514,i
20.19547,20.18514,z
22.74418,22.18847,u
23.70495,22.18847,g
22.6294,22.18847,r
22.03085,22.18847,i
22.36713,22.18847,z
22.87081,19.63476,u
22.98072,19.63476,g
21.74526,19.63476,r
20.2911,19.63476,i
19.63064,19.63476,z
25.23563,20.20144,u
23.61378,20.20144,g
22.17397,20.20144,r
21.65416,20.20144,i
20.55111,20.20144,z
22.1488,20.84749,u
21.4895,20.84749,g
21.04299,20.84749,r
20.92985,20.84749,i
20.81735,20.84749,z
23.54211,21.08401,u
22.56777,21.08401,g
22.0557,21.08401,r
21.87989,21.08401,i
21.10201,21.08401,z
23.38508,21.10032,u
25.11196,21.10032,g
22.26595,21.10032,r
21.36236,21.10032,i
21.11336,21.10032,z
21.07082,23.81545,u
24.42673,23.81545,g
24.14556,23.81545,r
24.60015,23.81545,i
23.82137,23.81545,z
19.93483,18.22617,u
18.7738,18.22617,g
18.40386,18.22617,r
18.29998,18.22617,i
18.22502,18.22617,z
19.91474,17.33076,u
18.24666,17.33076,g
17.62402,17.33076,r
17.42373,17.33076,i
17.33396,17.33076,z
24.26262,18.30947,u
21.54795,18.30947,g
20.20967,18.30947,r
18.96839,18.30947,i
18.30333,18.30947,z
23.40093,24.22703,u
23.44687,24.22703,g
22.39802,24.22703,r
22.54115,24.22703,i
24.08449,24.22703,z
22.35347,17.94395,u
20.25845,17.94395,g
18.95716,17.94395,r
18.49136,17.94395,i
17.97949,17.94395,z
22.65312,19.28037,u
21.07462,19.28037,g
20.00398,19.28037,r
19.56772,19.28037,i
19.29543,19.28037,z
25.32409,21.00877,u
24.13192,21.00877,g
22.39368,21.00877,r
21.44343,21.00877,i
20.92053,21.00877,z
24.97717,21.07938,u
24.41773,21.07938,g
22.46667,21.07938,r
21.50315,21.07938,i
21.0451,21.07938,z
21.76183,17.91922,u
19.88117,17.91922,g
18.75925,17.91922,r
18.26558,17.91922,i
17.91661,17.91922,z
25.13502,21.92333,u
24.84096,21.92333,g
23.75465,21.92333,r
22.1946,21.92333,i
21.91883,21.92333,z
23.69343,20.52249,u
22.34339,20.52249,g
21.39677,20.52249,r
20.93941,20.52249,i
20.49283,20.52249,z
25.41485,23.62448,u
25.16929,23.62448,g
25.06957,23.62448,r
22.64537,23.62448,i
23.66876,23.62448,z
24.68814,19.42544,u
21.85761,19.42544,g
20.47029,19.42544,r
19.82181,19.42544,i
19.44861,19.42544,z
25.86728,21.06117,u
24.443,21.06117,g
24.23221,21.06117,r
22.18239,21.06117,i
21.08982,21.06117,z
22.35358,19.65073,u
21.3605,19.65073,g
20.49268,19.65073,r
20.0398,19.65073,i
19.67343,19.65073,z
21.29818,18.71584,u
19.79457,18.71584,g
19.14499,18.71584,r
18.88091,18.71584,i
18.72307,18.71584,z
22.10407,19.73242,u
21.90576,19.73242,g
21.31223,19.73242,r
21.14201,19.73242,i
20.7792,19.73242,z
23.20571,17.78268,u
21.12887,17.78268,g
19.2588,17.78268,r
18.35262,17.78268,i
17.7849,17.78268,z
24.67849,20.88959,u
25.30473,20.88959,g
24.11465,20.88959,r
23.12161,20.88959,i
20.87539,20.88959,z
22.0105,17.61377,u
19.70986,17.61377,g
18.52199,17.61377,r
17.97292,17.61377,i
17.61687,17.61377,z
22.86553,17.89187,u
19.94115,17.89187,g
18.7831,17.89187,r
18.23227,17.89187,i
17.90711,17.89187,z
19.56565,18.23577,u
18.62838,18.23577,g
18.36784,18.23577,r
18.25256,18.23577,i
18.25577,18.23577,z
25.30652,22.36142,u
24.10564,22.36142,g
22.88128,22.36142,r
22.79316,22.36142,i
22.38269,22.36142,z
24.34156,22.44859,u
22.24477,22.44859,g
22.586,22.44859,r
22.96506,22.44859,i
22.18233,22.44859,z
22.57775,19.75198,u
20.82231,19.75198,g
20.15713,19.75198,r
19.93008,19.75198,i
19.73482,19.75198,z
23.76741,18.11934,u
21.07856,18.11934,g
19.4091,18.11934,r
18.60455,18.11934,i
18.11471,18.11934,z
24.20074,22.44059,u
24.181,22.44059,g
22.01484,22.44059,r
21.35188,22.44059,i
22.42735,22.44059,z
23.42045,20.91253,u
22.62001,20.91253,g
22.13972,20.91253,r
21.67466,20.91253,i
21.28116,20.91253,z
24.50496,22.73446,u
23.43883,22.73446,g
22.43745,22.73446,r
22.36158,22.73446,i
22.72156,22.73446,z
24.44358,22.03877,u
24.64904,22.03877,g
23.25978,22.03877,r
22.18626,22.03877,i
22.10209,22.03877,z
23.01826,20.78092,u
22.83087,20.78092,g
21.55949,20.78092,r
21.09834,20.78092,i
20.76425,20.78092,z
25.45835,21.41299,u
23.72843,21.41299,g
23.0444,21.41299,r
22.41455,21.41299,i
21.57285,21.41299,z
24.02852,19.041,u
22.8609,19.041,g
21.25456,19.041,r
19.78657,19.041,i
19.04115,19.041,z
24.39075,22.91789,u
25.36361,22.91789,g
25.11199,22.91789,r
21.83523,22.91789,i
22.92221,22.91789,z
24.63018,20.84265,u
24.82788,20.84265,g
22.74502,20.84265,r
21.28227,20.84265,i
20.86982,20.84265,z
24.27127,20.73829,u
23.28729,20.73829,g
22.37126,20.73829,r
21.80915,20.73829,i
21.48513,20.73829,z
23.05513,22.51519,u
24.2576,22.51519,g
22.83207,22.51519,r
22.16271,22.51519,i
22.59823,22.51519,z
23.70443,22.64948,u
24.46044,22.64948,g
23.91558,22.64948,r
22.81383,22.64948,i
22.64782,22.64948,z
23.27175,20.33529,u
21.96905,20.33529,g
21.45829,20.33529,r
21.38649,20.33529,i
20.89314,20.33529,z
25.03577,20.46447,u
25.63997,20.46447,g
22.46895,20.46447,r
22.00636,20.46447,i
20.4977,20.46447,z
22.81192,17.6138,u
19.89781,17.6138,g
18.5065,17.6138,r
17.95065,17.6138,i
17.61704,17.6138,z
21.83415,19.13234,u
20.23835,19.13234,g
19.52526,19.13234,r
19.28796,19.13234,i
19.1398,19.13234,z
23.01628,21.84347,u
23.42425,21.84347,g
22.86486,21.84347,r
22.52501,21.84347,i
22.18507,21.84347,z
23.60363,20.96575,u
24.09614,20.96575,g
22.41349,20.96575,r
21.90315,20.96575,i
21.27597,20.96575,z
22.95377,21.72838,u
22.18424,21.72838,g
21.59405,21.72838,r
21.40157,21.72838,i
21.63675,21.72838,z
24.78671,20.26807,u
25.32927,20.26807,g
24.90867,20.26807,r
25.60333,20.26807,i
20.70012,20.26807,z
24.80818,20.24256,u
23.2756,20.24256,g
22.64992,20.24256,r
21.99332,20.24256,i
20.88464,20.24256,z
24.27006,19.54,u
24.04415,19.54,g
22.53066,19.54,r
21.81568,19.54,i
20.82979,19.54,z
22.92961,20.58399,u
23.05254,20.58399,g
21.6589,20.58399,r
21.49238,20.58399,i
20.62592,20.58399,z
23.16681,18.49701,u
22.30236,18.49701,g
20.40585,18.49701,r
19.15492,18.49701,i
18.48597,18.49701,z
23.90908,20.32198,u
23.25239,20.32198,g
21.82789,20.32198,r
21.16767,20.32198,i
20.39075,20.32198,z
25.75292,19.06656,u
21.80629,19.06656,g
20.394,19.06656,r
19.53867,19.06656,i
19.06408,19.06656,z
19.89656,18.55592,u
19.03701,18.55592,g
18.70751,18.55592,r
18.5632,18.55592,i
18.56942,18.55592,z
25.33802,21.48373,u
24.04169,21.48373,g
24.33805,21.48373,r
22.09616,21.48373,i
21.41336,21.48373,z
23.07891,22.4009,u
23.14021,22.4009,g
23.39003,22.4009,r
23.90766,22.4009,i
22.53821,22.4009,z
24.39075,20.31968,u
22.74348,20.31968,g
21.40965,20.31968,r
20.69164,20.31968,i
20.34916,20.31968,z
24.56608,19.95142,u
24.15816,19.95142,g
21.90068,19.95142,r
20.61263,19.95142,i
19.96072,19.95142,z
24.37791,21.18129,u
24.46228,21.18129,g
22.91983,21.18129,r
21.9431,21.18129,i
21.13869,21.18129,z
24.18994,19.97272,u
21.86989,19.97272,g
20.69151,19.97272,r
20.26377,19.97272,i
19.95583,19.97272,z
25.23451,19.2606,u
22.76007,19.2606,g
21.22548,19.2606,r
20.59895,19.2606,i
20.07318,19.2606,z
23.70076,21.46688,u
24.85667,21.46688,g
22.31942,21.46688,r
21.71865,21.46688,i
21.40865,21.46688,z
26.17894,22.43564,u
24.00482,22.43564,g
22.57674,22.43564,r
22.16,22.43564,i
22.5049,22.43564,z
23.62209,21.34702,u
23.28829,21.34702,g
23.43657,21.34702,r
22.39664,21.34702,i
22.35914,21.34702,z
22.26595,20.62694,u
22.38169,20.62694,g
21.66109,20.62694,r
21.53123,20.62694,i
21.0118,20.62694,z
19.98481,17.17268,u
18.35272,17.17268,g
17.64493,17.17268,r
17.34262,17.17268,i
17.18781,17.17268,z
23.36657,19.69341,u
22.35173,19.69341,g
20.97272,19.69341,r
20.54048,19.69341,i
20.05637,19.69341,z
25.50609,22.89137,u
25.00161,22.89137,g
24.724,22.89137,r
22.35925,22.89137,i
22.9312,22.89137,z
20.28761,17.36746,u
18.60006,17.36746,g
17.82422,17.36746,r
17.53061,17.36746,i
17.36478,17.36746,z
24.93243,20.22786,u
23.28255,20.22786,g
22.10039,20.22786,r
20.92468,20.22786,i
20.26548,20.22786,z
22.73656,19.97509,u
20.7397,19.97509,g
20.17948,19.97509,r
19.99208,19.97509,i
19.96531,19.97509,z
21.97267,18.98176,u
20.21568,18.98176,g
24.80161,18.98176,r
19.1958,18.98176,i
18.98281,18.98176,z
26.11313,20.43398,u
23.6851,20.43398,g
21.96804,20.43398,r
20.90194,20.43398,i
20.43813,20.43398,z
24.7374,22.8269,u
23.84914,22.8269,g
22.95398,22.8269,r
21.77706,22.8269,i
22.82664,22.8269,z
21.97648,16.51797,u
18.85985,16.51797,g
17.49195,16.51797,r
16.86719,16.51797,i
16.52271,16.51797,z
24.63587,22.82678,u
15.61657,22.82678,g
16.25953,22.82678,r
15.58052,22.82678,i
22.82734,22.82678,z
23.66947,20.89614,u
24.47097,20.89614,g
23.95458,20.89614,r
22.80844,20.89614,i
21.0594,20.89614,z
21.22793,17.51694,u
19.36349,17.51694,g
18.30933,17.51694,r
17.81932,17.51694,i
17.51374,17.51694,z
25.54284,20.60257,u
24.3291,20.60257,g
23.45362,20.60257,r
21.66012,20.60257,i
20.76091,20.60257,z
23.85539,22.37222,u
22.603,22.37222,g
21.91956,22.37222,r
21.72563,22.37222,i
22.3781,22.37222,z
24.15716,20.68434,u
22.45485,20.68434,g
21.31888,20.68434,r
20.83363,20.68434,i
20.75937,20.68434,z
24.08537,21.43743,u
22.5878,21.43743,g
22.03463,21.43743,r
21.39911,21.43743,i
21.41423,21.43743,z
22.87368,19.81925,u
23.2594,19.81925,g
22.04401,19.81925,r
20.62548,19.81925,i
19.90735,19.81925,z
23.7363,21.45763,u
22.57391,21.45763,g
22.06708,21.45763,r
21.82179,21.45763,i
21.36395,21.45763,z
25.60084,22.54268,u
25.17495,22.54268,g
24.68885,22.54268,r
22.53844,22.54268,i
22.44873,22.54268,z
21.3337,18.10955,u
20.68176,18.10955,g
19.89445,18.10955,r
19.48678,18.10955,i
19.04313,18.10955,z
24.98385,18.96617,u
21.92487,18.96617,g
20.56252,18.96617,r
19.47121,18.96617,i
18.95769,18.96617,z
20.18058,18.88323,u
19.31195,18.88323,g
19.06964,18.88323,r
18.94653,18.88323,i
18.89464,18.88323,z
25.2635,20.99974,u
24.73128,20.99974,g
22.55692,20.99974,r
21.67621,20.99974,i
20.99781,20.99974,z
22.67074,19.64303,u
22.35911,19.64303,g
21.61588,19.64303,r
21.35279,19.64303,i
21.0433,19.64303,z
22.35099,18.598,u
20.28571,18.598,g
19.28649,18.598,r
18.80538,18.598,i
18.62735,18.598,z
22.22021,20.79667,u
21.20871,20.79667,g
21.53198,20.79667,r
21.29314,20.79667,i
21.41545,20.79667,z
25.85634,20.7519,u
23.98995,20.7519,g
23.25198,20.7519,r
21.5771,20.7519,i
20.83264,20.7519,z
24.31267,20.85146,u
24.73483,20.85146,g
24.12107,20.85146,r
21.67481,20.85146,i
20.90264,20.85146,z
24.25195,21.76315,u
24.63331,21.76315,g
22.52278,21.76315,r
22.46551,21.76315,i
21.75755,21.76315,z
26.02844,21.16877,u
24.00119,21.16877,g
24.7682,21.16877,r
21.74331,21.16877,i
21.04794,21.16877,z
21.68735,19.81677,u
20.51457,19.81677,g
20.04844,19.81677,r
19.83691,19.81677,i
19.83739,19.81677,z
23.95937,20.51389,u
23.23903,20.51389,g
21.58773,20.51389,r
20.94533,20.51389,i
20.52284,20.51389,z
23.61158,20.08667,u
22.9187,20.08667,g
21.70626,20.08667,r
21.30156,20.08667,i
20.83152,20.08667,z
25.95482,21.17673,u
25.63018,21.17673,g
24.17507,21.17673,r
22.45596,21.17673,i
21.2334,21.17673,z
22.09166,22.66843,u
24.44626,22.66843,g
23.55042,22.66843,r
24.78325,22.66843,i
22.69648,22.66843,z
23.67677,21.24182,u
23.59434,21.24182,g
22.21323,21.24182,r
21.35263,21.24182,i
21.21861,21.24182,z
24.0835,20.22812,u
23.52022,20.22812,g
23.64117,20.22812,r
21.71168,20.22812,i
20.27742,20.22812,z
23.4371,19.88659,u
21.77998,19.88659,g
20.69559,19.88659,r
20.17575,19.88659,i
19.86126,19.88659,z
24.2268,21.39712,u
24.11182,21.39712,g
23.28065,21.39712,r
22.22823,21.39712,i
21.50896,21.39712,z
23.68254,17.35855,u
21.81456,17.35855,g
20.17656,17.35855,r
18.37519,17.35855,i
17.35755,17.35855,z
17.22615,14.65792,u
15.50631,14.65792,g
14.93549,14.65792,r
14.73976,14.65792,i
14.65727,14.65792,z
22.85022,21.36547,u
22.40958,21.36547,g
21.96818,21.36547,r
21.84267,21.36547,i
21.46752,21.36547,z
23.45621,18.83153,u
21.4648,18.83153,g
19.94475,18.83153,r
19.15046,18.83153,i
18.82309,18.83153,z
22.21284,17.37267,u
19.61759,17.37267,g
18.24859,17.37267,r
17.67601,17.37267,i
17.37054,17.37267,z
23.65611,23.34016,u
22.7951,23.34016,g
23.1046,23.34016,r
23.32832,23.34016,i
23.41682,23.34016,z
25.18121,20.64895,u
24.89858,20.64895,g
23.49567,20.64895,r
21.78609,20.64895,i
20.61109,20.64895,z
23.16965,21.13848,u
23.58044,21.13848,g
22.93155,21.13848,r
22.69038,21.13848,i
21.81763,21.13848,z
23.85584,19.79968,u
22.88012,19.79968,g
21.42064,19.79968,r
20.49651,19.79968,i
19.7659,19.79968,z
23.75356,18.64303,u
20.39333,18.64303,g
19.35249,18.64303,r
18.94558,18.64303,i
18.62885,18.64303,z
23.16775,21.26093,u
22.80819,21.26093,g
23.42957,21.26093,r
22.51021,21.26093,i
22.12411,21.26093,z
25.65337,23.07251,u
23.42312,23.07251,g
25.10847,23.07251,r
25.05233,23.07251,i
22.89745,23.07251,z
22.77264,20.18177,u
21.88607,20.18177,g
20.71568,20.18177,r
20.29061,20.18177,i
20.15121,20.18177,z
23.7681,21.33698,u
23.61053,21.33698,g
22.25614,21.33698,r
21.55415,21.33698,i
21.45334,21.33698,z
23.41986,18.71245,u
22.73679,18.71245,g
21.12773,18.71245,r
19.58083,18.71245,i
18.72696,18.71245,z
25.20922,21.31806,u
25.7878,21.31806,g
24.568,21.31806,r
24.45003,21.31806,i
21.26849,21.31806,z
24.08852,20.08737,u
22.28876,20.08737,g
21.13337,20.08737,r
20.57241,20.08737,i
20.0837,20.08737,z
24.10734,21.88226,u
23.99518,21.88226,g
23.04378,21.88226,r
22.14538,21.88226,i
22.22671,21.88226,z
25.04734,20.80401,u
24.05503,20.80401,g
21.98941,20.80401,r
21.25105,20.80401,i
20.81324,20.80401,z
21.8876,18.8966,u
20.86197,18.8966,g
20.56619,18.8966,r
20.26455,18.8966,i
20.00291,18.8966,z
16.82835,15.17066,u
15.77117,15.17066,g
15.38534,15.17066,r
15.24524,15.17066,i
15.14332,15.17066,z
23.91418,18.51075,u
24.23328,18.51075,g
24.80165,18.51075,r
24.36174,18.51075,i
19.18304,18.51075,z
24.30284,22.5064,u
25.41499,22.5064,g
23.82002,22.5064,r
22.49698,22.5064,i
22.43818,22.5064,z
23.43422,20.3141,u
23.92594,20.3141,g
22.66826,20.3141,r
21.91047,20.3141,i
21.32515,20.3141,z
21.97544,20.21647,u
21.06809,20.21647,g
20.51993,20.21647,r
20.37848,20.21647,i
20.20695,20.21647,z
22.08743,24.58418,u
24.86789,24.58418,g
25.41567,24.58418,r
24.28283,24.58418,i
24.66782,24.58418,z
23.45037,21.52005,u
24.18839,21.52005,g
22.53525,21.52005,r
21.97107,21.52005,i
21.35324,21.52005,z
25.38959,21.06564,u
23.17838,21.06564,g
22.03091,21.06564,r
21.49791,21.06564,i
21.14312,21.06564,z
24.14346,22.63026,u
22.98632,22.63026,g
22.79409,22.63026,r
22.13916,22.63026,i
22.61117,22.63026,z
24.35132,19.89799,u
21.79578,19.89799,g
20.73453,19.89799,r
20.24913,19.89799,i
19.95843,19.89799,z
23.66376,22.59092,u
24.00624,22.59092,g
22.01831,22.59092,r
21.50132,22.59092,i
22.56647,22.59092,z
22.28835,20.11202,u
22.0455,20.11202,g
21.46599,20.11202,r
21.23938,20.11202,i
20.65207,20.11202,z
24.34367,21.81018,u
24.09902,21.81018,g
22.61894,21.81018,r
21.99597,21.81018,i
21.78978,21.81018,z
25.37935,21.03835,u
23.29778,21.03835,g
22.47388,21.03835,r
22.1515,21.03835,i
21.27755,21.03835,z
21.52028,20.05162,u
20.53568,20.05162,g
20.22114,20.05162,r
20.13404,20.05162,i
20.08742,20.05162,z
23.77996,20.98321,u
22.976,20.98321,g
22.07899,20.98321,r
21.581,20.98321,i
21.88358,20.98321,z
21.21484,19.35452,u
20.05256,19.35452,g
19.62379,19.35452,r
19.53748,19.35452,i
19.36399,19.35452,z
23.65547,21.71832,u
25.28453,21.71832,g
23.54697,21.71832,r
22.27734,21.71832,i
21.66338,21.71832,z
22.72263,23.18761,u
23.72379,23.18761,g
22.81979,23.18761,r
22.35882,23.18761,i
22.62029,23.18761,z
24.70457,18.89872,u
22.83433,18.89872,g
21.33096,18.89872,r
19.77291,18.89872,i
18.93158,18.89872,z
19.41598,15.94261,u
17.63674,15.94261,g
16.67005,15.94261,r
16.23138,15.94261,i
15.93107,15.94261,z
24.96647,22.29152,u
24.18913,22.29152,g
22.74904,22.29152,r
22.62117,22.29152,i
22.34454,22.29152,z
23.83922,20.8321,u
23.90105,20.8321,g
22.72667,20.8321,r
21.73138,20.8321,i
21.01065,20.8321,z
22.215,18.16374,u
20.35998,18.16374,g
19.38166,18.16374,r
18.88387,18.16374,i
18.52,18.16374,z
24.38333,19.48817,u
22.44803,19.48817,g
21.11185,19.48817,r
20.10951,19.48817,i
19.4941,19.48817,z
23.00294,20.50944,u
22.66964,20.50944,g
21.6725,20.50944,r
21.15618,20.50944,i
20.67083,20.50944,z
24.3291,20.68625,u
23.74426,20.68625,g
21.83221,20.68625,r
21.43546,20.68625,i
20.64077,20.68625,z
23.99064,22.35089,u
23.03772,22.35089,g
24.63646,22.35089,r
24.36047,22.35089,i
22.42156,22.35089,z
24.61902,19.55018,u
21.93157,19.55018,g
20.65989,19.55018,r
20.06373,19.55018,i
19.62358,19.55018,z
25.04885,20.23537,u
24.45516,20.23537,g
22.42198,20.23537,r
21.44762,20.23537,i
20.47996,20.23537,z
22.95533,22.00295,u
22.30716,22.00295,g
22.12475,22.00295,r
22.17453,22.00295,i
21.94844,22.00295,z
23.58064,20.37286,u
23.51957,20.37286,g
22.24545,20.37286,r
21.99041,20.37286,i
21.81924,20.37286,z
22.60588,20.32778,u
21.65208,20.32778,g
20.89822,20.32778,r
20.6891,20.32778,i
20.34935,20.32778,z
23.12843,19.50363,u
21.09314,19.50363,g
20.10113,19.50363,r
19.67736,19.50363,i
19.48113,19.50363,z
25.5464,20.8345,u
24.51993,20.8345,g
22.83848,20.8345,r
21.86515,20.8345,i
20.88282,20.8345,z
23.85829,21.59551,u
23.09935,21.59551,g
22.04544,21.59551,r
21.58181,21.59551,i
21.56439,21.59551,z
23.23123,22.4797,u
23.29666,22.4797,g
22.84499,22.4797,r
22.46262,22.4797,i
22.54184,22.4797,z
23.851,22.88738,u
23.9427,22.88738,g
22.7202,22.88738,r
22.59823,22.88738,i
22.89619,22.88738,z
22.8838,21.25552,u
23.70734,21.25552,g
22.28718,21.25552,r
21.01292,21.25552,i
21.12154,21.25552,z
24.31304,21.60541,u
25.00572,21.60541,g
24.10041,21.60541,r
22.14631,21.60541,i
21.79908,21.60541,z
23.15891,20.07882,u
23.82562,20.07882,g
22.66754,20.07882,r
21.54246,20.07882,i
20.40892,20.07882,z
23.16638,21.06831,u
23.10342,21.06831,g
22.19496,21.06831,r
21.8833,21.06831,i
21.6517,21.06831,z
19.94695,16.37635,u
18.11951,16.37635,g
17.10183,16.37635,r
16.66361,16.37635,i
16.37096,16.37635,z
23.98619,20.89295,u
21.92047,20.89295,g
21.32257,20.89295,r
21.1019,20.89295,i
20.77772,20.89295,z
25.05393,21.33174,u
25.86503,21.33174,g
22.75501,21.33174,r
21.79307,21.33174,i
21.33914,21.33174,z
21.19142,19.71861,u
20.05359,19.71861,g
19.71335,19.71861,r
19.56334,19.71861,i
19.70693,19.71861,z
24.11947,19.58757,u
22.96379,19.58757,g
21.76459,19.58757,r
20.43921,19.58757,i
19.7143,19.58757,z
23.80198,21.86315,u
24.4145,21.86315,g
23.00586,21.86315,r
22.19476,21.86315,i
22.07489,21.86315,z
23.61969,21.83741,u
25.27452,21.83741,g
24.33446,21.83741,r
21.98945,21.83741,i
21.68687,21.83741,z
24.25138,20.68545,u
25.57321,20.68545,g
22.79712,20.68545,r
21.76644,20.68545,i
20.66522,20.68545,z
24.92533,20.12236,u
22.85061,20.12236,g
21.34733,20.12236,r
20.51283,20.12236,i
20.16276,20.12236,z
21.86685,18.71083,u
19.9237,18.71083,g
19.11284,18.71083,r
18.88337,18.71083,i
18.71919,18.71083,z
24.48231,22.02466,u
23.88578,22.02466,g
22.84584,22.02466,r
21.62354,22.02466,i
22.16423,22.02466,z
24.66304,20.76427,u
22.17794,20.76427,g
21.85719,20.76427,r
21.97009,20.76427,i
21.33721,20.76427,z
23.2206,19.27546,u
21.0016,19.27546,g
19.89621,19.27546,r
19.51155,19.27546,i
19.29219,19.27546,z
23.56203,19.21897,u
21.68859,19.21897,g
20.87492,19.21897,r
20.52453,19.21897,i
20.06348,19.21897,z
25.46568,20.0826,u
23.38655,20.0826,g
22.12616,20.0826,r
20.98764,20.0826,i
20.30592,20.0826,z
24.63485,22.82668,u
22.13965,22.82668,g
20.76094,22.82668,r
20.81128,22.82668,i
22.82731,22.82668,z
23.02092,20.8176,u
23.30965,20.8176,g
22.43566,20.8176,r
21.71431,20.8176,i
21.40701,20.8176,z
23.90589,18.86858,u
22.09723,18.86858,g
20.41794,18.86858,r
19.42926,18.86858,i
18.88471,18.86858,z
24.90153,20.90134,u
23.21332,20.90134,g
21.89555,20.90134,r
21.25246,20.90134,i
20.88618,20.90134,z
24.5621,21.9812,u
22.95672,21.9812,g
22.40631,21.9812,r
22.37475,21.9812,i
21.90331,21.9812,z
21.26842,19.97336,u
20.57278,19.97336,g
20.2754,19.97336,r
20.22654,19.97336,i
19.9063,19.97336,z
25.22547,21.35009,u
25.11228,21.35009,g
24.73192,21.35009,r
22.18699,21.35009,i
21.42844,21.35009,z
24.98556,21.10555,u
24.8481,21.10555,g
23.91851,21.10555,r
21.91947,21.10555,i
21.1197,21.10555,z
24.28738,25.50831,u
22.89644,25.50831,g
23.57599,25.50831,r
22.79075,25.50831,i
22.77058,25.50831,z
24.10953,20.25527,u
22.6891,20.25527,g
21.91584,20.25527,r
21.52674,20.25527,i
20.79889,20.25527,z
20.31236,17.71023,u
18.73513,17.71023,g
18.06153,17.71023,r
17.83682,17.71023,i
17.70589,17.71023,z
26.3087,21.19912,u
23.18227,21.19912,g
21.91062,21.19912,r
21.2484,21.19912,i
21.30645,21.19912,z
23.2617,21.24022,u
23.36521,21.24022,g
23.59531,21.24022,r
23.07724,21.24022,i
21.30617,21.24022,z
23.97245,21.52007,u
23.11148,21.52007,g
25.50311,21.52007,r
24.31168,21.52007,i
22.11704,21.52007,z
23.86696,21.69524,u
23.50871,21.69524,g
22.34572,21.69524,r
21.89086,21.69524,i
21.93913,21.69524,z
24.51224,22.95593,u
23.48573,22.95593,g
23.00461,22.95593,r
23.35168,22.95593,i
22.99636,22.95593,z
21.62113,18.45494,u
19.99053,18.45494,g
19.14881,18.45494,r
18.94777,18.45494,i
18.46128,18.45494,z
22.95956,19.84507,u
22.75055,19.84507,g
21.14128,19.84507,r
20.30221,19.84507,i
19.86828,19.84507,z
23.31032,21.55531,u
23.28939,21.55531,g
22.46309,21.55531,r
21.93924,21.55531,i
22.27398,21.55531,z
24.94822,21.0634,u
24.46818,21.0634,g
23.04644,21.0634,r
22.31433,21.0634,i
21.27634,21.0634,z
25.68769,21.70813,u
24.14878,21.70813,g
23.25999,21.70813,r
21.79926,21.70813,i
21.80256,21.70813,z
24.17218,19.56551,u
22.08153,19.56551,g
20.77266,19.56551,r
20.22309,19.56551,i
19.57908,19.56551,z
23.71891,17.41692,u
21.34892,17.41692,g
19.8916,17.41692,r
19.34835,17.41692,i
19.0271,17.41692,z
26.11301,20.017,u
22.82637,20.017,g
21.21101,20.017,r
20.72118,20.017,i
20.09856,20.017,z
24.48253,21.65805,u
22.6909,21.65805,g
23.34551,21.65805,r
23.48906,21.65805,i
21.80775,21.65805,z
25.5035,21.02554,u
24.10499,21.02554,g
23.33097,21.02554,r
22.35354,21.02554,i
21.64492,21.02554,z
23.85618,20.97398,u
24.54057,20.97398,g
23.37448,20.97398,r
22.68985,20.97398,i
21.00495,20.97398,z
23.71508,19.4071,u
23.43919,19.4071,g
21.41231,19.4071,r
